year,sexo,grupo110,ndefun_sinadef,ndefun_inei,diferencia,pct_diferencia,ratio
2022,Mujer,Enfermedades del sistema urinario,897,1018,121,11.886051080550098,0.881139489194499
2022,Mujer,Enfermedades hipertensivas,5228,2246,-2982,-132.76936776491542,2.327693677649154
2022,Mujer,Enfermedades infecciosas intestinales,123,309,186,60.19417475728155,0.39805825242718446
2022,Mujer,Enfermedades isquémicas del corazón,3878,8311,4433,53.33894838166285,0.46661051618337146
2022,Mujer,"Envenenamientos por, y exposición a sustancias nocivas",6,199,193,96.98492462311557,0.03015075376884422
2022,Mujer,Epilepsia y estado de mal epileptico,224,331,107,32.3262839879154,0.676737160120846
2022,Mujer,Esclerosis multiple,20,20,0,0.0,1.0
2022,Mujer,"Eventos relacionados al embarazo, parto y puerperio",127,267,140,52.43445692883895,0.4756554307116105
2022,Mujer,Exposición a la corriente eléctrica,9,25,16,64.0,0.36
2022,Mujer,Feto y recién nacido afectados por ciertas afecciones materna,3,5,2,40.0,0.6
2022,Mujer,Feto y recién nacido afectados por complicaciones obstétrica,11,7,-4,-57.14285714285714,1.5714285714285714
2022,Mujer,Fiebre reumática aguda y enfermedades cardíacas reumáticas cronicas,68,84,16,19.047619047619047,0.8095238095238095
2022,Mujer,"Hemorragia gastrointestinal (hematemesis, melena y las no especificadas)",287,381,94,24.671916010498688,0.7532808398950132
2022,Mujer,Hepatitis B,29,19,-10,-52.63157894736842,1.5263157894736843
2022,Mujer,Hiperplasia de próstata,2,0,-2,,
2022,Mujer,Homicidios (agresiones infligidas por otra persona),196,199,3,1.507537688442211,0.9849246231155779
2022,Mujer,Incidentes ocurridos al paciente durante la atencion medica y quirurgica,19,44,25,56.81818181818182,0.4318181818181818
2022,Mujer,Infecciones especificas del periodo perinatal,87,286,199,69.58041958041959,0.3041958041958042
2022,Mujer,Infecciones respiratorias agudas altas,21,0,-21,,
2022,Mujer,Infecciones respiratorias agudas bajas,5012,8398,3386,40.319123600857345,0.5968087639914266
2022,Mujer,Insuficiencia cardíaca,1090,869,-221,-25.431530494821637,1.2543153049482163
2022,Mujer,"Insuficiencia renal, incluye la aguda, cronica y la no especificadas",2066,1778,-288,-16.197975253093365,1.1619797525309337
2022,Mujer,Insuficiencia respiratoria,1527,692,-835,-120.66473988439306,2.2066473988439306
2022,Mujer,Las demás causas externas,248,1534,1286,83.83311603650587,0.16166883963494133
2022,Mujer,Lesiones de intención no determinada,535,78,-457,-585.8974358974359,6.858974358974359
2022,Mujer,Leucemia,449,788,339,43.02030456852792,0.5697969543147208
2022,Mujer,"Malformaciones congénitas, deformidades y anomalías cromosomicas",630,1185,555,46.835443037974684,0.5316455696202531
2022,Mujer,Meningitis,45,57,12,21.052631578947366,0.7894736842105263
2022,Mujer,Neoplasia maligna de colon y de la unión rectosigmoidea,864,1102,238,21.59709618874773,0.7840290381125227
2022,Mujer,Neoplasia maligna de estómago,1186,2236,1050,46.95885509838998,0.5304114490161002
2022,Mujer,Neoplasia maligna de higado y vias biliares,1063,2006,943,47.00897308075773,0.5299102691924227
2022,Mujer,Neoplasia maligna de la glandula tiroides y de otras glandulas endocrinas,168,322,154,47.82608695652174,0.5217391304347826
2022,Mujer,Neoplasia maligna de la mama,1164,1934,770,39.813857290589446,0.6018614270941055
2022,Mujer,Neoplasia maligna de la piel,199,433,234,54.04157043879908,0.45958429561200925
2022,Mujer,Neoplasia maligna de la próstata,4,0,-4,,
2022,Mujer,"Neoplasia maligna de la tráquea, los bronquios y el pulmón",765,1400,635,45.357142857142854,0.5464285714285714
2022,Mujer,"Neoplasia maligna de los huesos, cartilagos y tejido conjuntivo",180,392,212,54.08163265306123,0.45918367346938777
2022,Mujer,"Neoplasia maligna de los órganos digestivos y del peritoneo, excepto estomago",264,806,542,67.24565756823822,0.32754342431761785
2022,Mujer,Neoplasia maligna de los órganos genitourinarios,766,1236,470,38.02588996763754,0.6197411003236246
2022,Mujer,"Neoplasia maligna de los órganos respiratorios e intratorácicos, excepto traquea y pulmon",97,115,18,15.65217391304348,0.8434782608695652
2022,Mujer,"Neoplasia maligna de ojo, encefalo y de otras partes del sistema nervioso",360,748,388,51.87165775401069,0.48128342245989303
2022,Mujer,Neoplasia maligna de pancreas,572,923,351,38.028169014084504,0.6197183098591549
2022,Mujer,"Neoplasia maligna de sitios mal definidos, de comportamiento incierto y los no especificados",1337,196,-1141,-582.1428571428571,6.821428571428571
2022,Mujer,"Neoplasia maligna de tejido linfático, de otros órganos hematopoyeticos",505,724,219,30.248618784530386,0.6975138121546961
2022,Mujer,Neoplasia maligna del cuello del útero,775,1769,994,56.18993781797626,0.4381006218202374
2022,Mujer,Neoplasia maligna del cuerpo del útero,226,226,0,0.0,1.0
2022,Mujer,"Neoplasia maligna del labio, de la cavidad bucal y de la faringe",193,278,85,30.575539568345324,0.6942446043165468
2022,Mujer,"Neoplasia maligna del útero, parte no especificada",164,542,378,69.74169741697416,0.3025830258302583
2022,Mujer,Neoplasia maligna secundaria (metastasis),221,148,-73,-49.32432432432432,1.4932432432432432
2022,Mujer,Neoplasias benignas,93,0,-93,,
2022,Mujer,Otras ciertas afecciones originadas en el periodo perinatal,30,42,12,28.57142857142857,0.7142857142857143
2022,Mujer,Otras enfermedades del sistema circulatorio,977,116,-861,-742.2413793103449,8.422413793103448
2022,Mujer,Otras enfermedades del sistema digestivo,17,529,512,96.78638941398866,0.03213610586011342
2022,Mujer,"Otras enfermedades del sistema nervioso, excepto meningitis",223,412,189,45.87378640776699,0.5412621359223301
2022,Mujer,Otras enfermedades del sistema respiratorio,121,73,-48,-65.75342465753424,1.6575342465753424
2022,Mujer,Otras enfermedades infecciosas y parasitarias,267,201,-66,-32.83582089552239,1.328358208955224
2022,Mujer,Paro cardiaco,493,204,-289,-141.66666666666669,2.4166666666666665
2022,Mujer,Resto de las demas enfermedades,15801,803,-14998,-1867.7459526774594,19.677459526774594
2022,Mujer,"Retardo del crecimiento fetal, desnutrición fetal, gestación",377,262,-115,-43.89312977099237,1.4389312977099236
2022,Mujer,"Septicemia, excepto neonatal",1918,2314,396,17.11322385479689,0.8288677614520311
2022,Mujer,Suicidios (lesiones autoinfligidas intencionalmente),236,307,71,23.12703583061889,0.7687296416938111
2022,Mujer,Sífilis congénita,1,0,-1,,
2022,Mujer,Trastornos cardiovasculares originados en el periodo perinatal,8,16,8,50.0,0.5
2022,Mujer,"Trastornos de la glandula tiroides, endocrinas y otras metabolicas",828,526,-302,-57.414448669201526,1.5741444866920151
2022,Mujer,"Trastornos de la vesícula biliar, vias biliares y del pancreas",413,682,269,39.44281524926686,0.6055718475073314
2022,Mujer,Trastornos del sistema digestivo del feto y del recien nacido,12,37,25,67.56756756756756,0.32432432432432434
2022,Mujer,Trastornos endocrinos y metabolicos del feto y del recien nacido,19,4,-15,-375.0,4.75
2022,Mujer,Trastornos hemorragicos y hematologicos del feto y del recien nacido,33,34,1,2.941176470588235,0.9705882352941176
2022,Mujer,Trastornos mentales y del comportamiento,662,302,-360,-119.20529801324504,2.19205298013245
2022,Mujer,Trastornos respiratorios específicos del periodo perinatal,164,429,265,61.771561771561764,0.3822843822843823
2022,Mujer,Trastornos respiratorios no especificados,44,131,87,66.41221374045801,0.33587786259541985
2022,Mujer,Tuberculosis,382,752,370,49.202127659574465,0.5079787234042553
2023,Hombre,Accidentes de transporte terrestre,1473,2759,1286,46.61109097499094,0.5338890902500906
2023,Hombre,Accidentes por Ahogamiento y sumersión,78,681,603,88.54625550660793,0.1145374449339207
2023,Hombre,Accidentes por disparo de arma de fuego,22,221,199,90.04524886877829,0.09954751131221719
2023,Hombre,Accidentes por fuerzas de la naturaleza,11,119,108,90.75630252100841,0.09243697478991597
2023,Hombre,Accidentes por fuerzas mecanicas (inanimadas y animadas),6,106,100,94.33962264150944,0.05660377358490566
2023,Hombre,Accidentes por otro tipo de transporte,43,158,115,72.78481012658227,0.2721518987341772
2023,Hombre,Accidentes que obstruyen la respiración,39,2267,2228,98.27966475518306,0.017203352448169385
2023,Hombre,Afecciones de la pleura,139,39,-100,-256.4102564102564,3.5641025641025643
2023,Hombre,"Anemias hemoliticas, aplasticas y otras anemias",410,262,-148,-56.48854961832062,1.5648854961832062
2023,Hombre,Aneurimas,61,160,99,61.875,0.38125
2023,Hombre,"Apendicitis, hernia de la cavidad abdominal y obstrucción intestinal",409,940,531,56.48936170212766,0.4351063829787234
2023,Hombre,Arteriosclerosis,28,16,-12,-75.0,1.75
2023,Hombre,Asma,68,241,173,71.78423236514523,0.2821576763485477
2023,Hombre,Caídas,31,214,183,85.51401869158879,0.14485981308411214
2023,Hombre,Ciertas enfermedades inmunoprevenibles,8,5,-3,-60.0,1.6
2023,Hombre,Ciertas enfermedades transmitidas por vectores y rabia,154,339,185,54.572271386430685,0.45427728613569324
2023,Hombre,Cirrosis y ciertas otras enfermedades crónicas del hígado,2386,5668,3282,57.90402258292167,0.42095977417078334
2023,Hombre,Covid-19,141,510,369,72.35294117647058,0.27647058823529413
2023,Hombre,Defectos de la coagulación en organos hematopoyeticos y trastornos que afectan al mecanismo de la inmunidad,155,196,41,20.918367346938776,0.7908163265306123
2023,Hombre,Deficiencias nutricionales y anemias nutricionales,628,774,146,18.863049095607234,0.8113695090439277
2023,Hombre,Degeneracion de sistemas multiples,60,6,-54,-900.0,10.0
2023,Hombre,Diabetes mellitus,2125,5086,2961,58.21863940228077,0.4178136059771923
2023,Hombre,Edema Pulmonar,119,187,68,36.36363636363637,0.6363636363636364
2023,Hombre,Edema cerebral,230,751,521,69.37416777629826,0.3062583222370173
2023,Hombre,"Embolia, trombosis arteriales y otros trastornos arteriales o arteriolares",146,140,-6,-4.285714285714286,1.042857142857143
2023,Hombre,Encefalitis viral,7,25,18,72.0,0.28
2023,Hombre,"Encefalitis, mielitis y encefalomielitis",39,89,50,56.17977528089888,0.43820224719101125
2023,Hombre,"Enfermedad cardiopulmonar, enfermedades de la circulación pulmonar",105,1262,1157,91.6798732171157,0.0832012678288431
2023,Hombre,Enfermedad de Alzheimer,121,238,117,49.159663865546214,0.5084033613445378
2023,Hombre,Enfermedad del parkinson,242,452,210,46.46017699115044,0.5353982300884956
2023,Hombre,Enfermedad por el VIH (SIDA),636,1333,697,52.288072018004506,0.477119279819955
2023,Hombre,Enfermedad pulmonar intersticial,2127,5610,3483,62.0855614973262,0.379144385026738
2023,Hombre,Enfermedad pulmonar obstructiva cronica (EPOC),457,992,535,53.931451612903224,0.46068548387096775
2023,Hombre,Enfermedades cerebrovasculares,1947,5274,3327,63.08304891922639,0.3691695108077361
2023,Hombre,Enfermedades de la piel,290,447,157,35.123042505592835,0.6487695749440716
2023,Hombre,"Enfermedades del esofago, estomago y del duodeno",304,418,114,27.27272727272727,0.7272727272727273
2023,Hombre,"Enfermedades del peritoneo, peritonitis y otros",253,269,16,5.947955390334572,0.9405204460966543
2023,Hombre,Enfermedades del pulmon debidas a agentes externos,395,165,-230,-139.3939393939394,2.393939393939394
2023,Hombre,Enfermedades del sistema urinario,486,1072,586,54.66417910447762,0.4533582089552239
2023,Hombre,Enfermedades hipertensivas,3233,1671,-1562,-93.47695990424896,1.9347695990424896
2023,Hombre,Enfermedades infecciosas intestinales,103,311,208,66.88102893890675,0.3311897106109325
2023,Hombre,Enfermedades isquémicas del corazón,3936,11659,7723,66.24067244189038,0.33759327558109614
2023,Hombre,"Envenenamientos por, y exposición a sustancias nocivas",8,451,443,98.22616407982262,0.017738359201773836
2023,Hombre,Epilepsia y estado de mal epileptico,266,535,269,50.280373831775705,0.497196261682243
2023,Hombre,Esclerosis multiple,23,32,9,28.125,0.71875
2023,Hombre,"Eventos relacionados al embarazo, parto y puerperio",19,0,-19,,
2023,Hombre,Exposición a la corriente eléctrica,16,178,162,91.01123595505618,0.0898876404494382
2023,Hombre,"Exposición al humo, fuego y llamas",1,167,166,99.40119760479041,0.005988023952095809
2023,Hombre,Feto y recién nacido afectados por ciertas afecciones materna,3,4,1,25.0,0.75
2023,Hombre,Feto y recién nacido afectados por complicaciones obstétrica,11,25,14,56.00000000000001,0.44
2023,Hombre,Fiebre reumática aguda y enfermedades cardíacas reumáticas cronicas,27,48,21,43.75,0.5625
2023,Hombre,"Hemorragia gastrointestinal (hematemesis, melena y las no especificadas)",341,565,224,39.64601769911504,0.6035398230088496
2023,Hombre,Hepatitis B,21,19,-2,-10.526315789473683,1.105263157894737
2023,Hombre,Hiperplasia de próstata,326,366,40,10.92896174863388,0.8907103825136612
2023,Hombre,Homicidios (agresiones infligidas por otra persona),1396,2033,637,31.333005410723068,0.6866699458927693
2023,Hombre,Incidentes ocurridos al paciente durante la atencion medica y quirurgica,20,36,16,44.44444444444444,0.5555555555555556
2023,Hombre,Infecciones especificas del periodo perinatal,107,152,45,29.605263157894733,0.7039473684210527
2023,Hombre,Infecciones respiratorias agudas altas,10,9,-1,-11.11111111111111,1.1111111111111112
2023,Hombre,Infecciones respiratorias agudas bajas,5642,13382,7740,57.83888805858616,0.42161111941413837
2023,Hombre,Insuficiencia cardíaca,881,2056,1175,57.14980544747081,0.4285019455252918
2023,Hombre,"Insuficiencia renal, incluye la aguda, cronica y la no especificadas",2080,3025,945,31.239669421487605,0.687603305785124
2023,Hombre,Insuficiencia respiratoria,2023,2218,195,8.791704238052299,0.912082957619477
2023,Hombre,Las demás causas externas,846,3631,2785,76.70063343431562,0.23299366565684385
2023,Hombre,Lesiones de intención no determinada,1550,829,-721,-86.97225572979494,1.8697225572979492
2023,Hombre,Leucemia,509,1400,891,63.642857142857146,0.36357142857142855
2023,Hombre,"Malformaciones congénitas, deformidades y anomalías cromosomicas",520,1836,1316,71.67755991285402,0.28322440087145967
2023,Hombre,Meningitis,60,143,83,58.04195804195804,0.4195804195804196
2023,Hombre,Neoplasia maligna de colon y de la unión rectosigmoidea,752,1525,773,50.68852459016393,0.49311475409836064
2023,Hombre,Neoplasia maligna de estómago,1278,3371,2093,62.08840106793237,0.37911598932067636
2023,Hombre,Neoplasia maligna de higado y vias biliares,770,1981,1211,61.130742049469966,0.38869257950530034
2023,Hombre,Neoplasia maligna de la glandula tiroides y de otras glandulas endocrinas,77,201,124,61.69154228855721,0.38308457711442784
2023,Hombre,Neoplasia maligna de la mama,13,27,14,51.85185185185185,0.48148148148148145
2023,Hombre,Neoplasia maligna de la piel,230,594,364,61.27946127946128,0.3872053872053872
2023,Hombre,Neoplasia maligna de la próstata,1403,3422,2019,59.00058445353594,0.4099941554646406
2023,Hombre,"Neoplasia maligna de la tráquea, los bronquios y el pulmón",685,1862,1177,63.21160042964554,0.3678839957035446
2023,Hombre,"Neoplasia maligna de los huesos, cartilagos y tejido conjuntivo",174,513,339,66.08187134502924,0.3391812865497076
2023,Hombre,"Neoplasia maligna de los órganos digestivos y del peritoneo, excepto estomago",304,1032,728,70.54263565891473,0.29457364341085274
2023,Hombre,Neoplasia maligna de los órganos genitourinarios,552,1364,812,59.530791788856305,0.4046920821114369
2023,Hombre,"Neoplasia maligna de los órganos respiratorios e intratorácicos, excepto traquea y pulmon",160,390,230,58.97435897435898,0.41025641025641024
2023,Hombre,"Neoplasia maligna de ojo, encefalo y de otras partes del sistema nervioso",370,998,628,62.925851703406806,0.37074148296593185
2023,Hombre,Neoplasia maligna de pancreas,397,1013,616,60.809476801579464,0.39190523198420535
2023,Hombre,"Neoplasia maligna de sitios mal definidos, de comportamiento incierto y los no especificados",724,933,209,22.40085744908896,0.7759914255091104
2023,Hombre,"Neoplasia maligna de tejido linfático, de otros órganos hematopoyeticos",614,1545,931,60.2588996763754,0.39741100323624595
2023,Hombre,Neoplasia maligna del cuello del útero,2,0,-2,,
2023,Hombre,"Neoplasia maligna del labio, de la cavidad bucal y de la faringe",167,408,241,59.068627450980394,0.40931372549019607
2023,Hombre,"Neoplasia maligna del útero, parte no especificada",1,0,-1,,
2023,Hombre,Neoplasia maligna secundaria (metastasis),172,4,-168,-4200.0,43.0
2023,Hombre,Neoplasias benignas,48,59,11,18.64406779661017,0.8135593220338984
2023,Hombre,Otras ciertas afecciones originadas en el periodo perinatal,27,28,1,3.571428571428571,0.9642857142857143
2023,Hombre,Otras enfermedades del sistema circulatorio,805,115,-690,-600.0,7.0
2023,Hombre,Otras enfermedades del sistema digestivo,13,804,791,98.38308457711443,0.01616915422885572
2023,Hombre,"Otras enfermedades del sistema nervioso, excepto meningitis",249,602,353,58.63787375415283,0.41362126245847175
2023,Hombre,Otras enfermedades del sistema respiratorio,124,147,23,15.646258503401361,0.8435374149659864
2023,Hombre,Otras enfermedades infecciosas y parasitarias,238,231,-7,-3.0303030303030303,1.0303030303030303
2023,Hombre,Paro cardiaco,439,510,71,13.92156862745098,0.8607843137254902
2023,Hombre,Resto de las demas enfermedades,11107,461,-10646,-2309.327548806941,24.093275488069413
2023,Hombre,"Retardo del crecimiento fetal, desnutrición fetal, gestación",396,925,529,57.18918918918919,0.4281081081081081
2023,Hombre,"Septicemia, excepto neonatal",1386,2944,1558,52.921195652173914,0.47078804347826086
2023,Hombre,Suicidios (lesiones autoinfligidas intencionalmente),331,670,339,50.59701492537313,0.49402985074626865
2023,Hombre,Sífilis congénita,2,3,1,33.33333333333333,0.6666666666666666
2023,Hombre,Trastornos cardiovasculares originados en el periodo perinatal,11,31,20,64.51612903225806,0.3548387096774194
2023,Hombre,"Trastornos de la glandula tiroides, endocrinas y otras metabolicas",419,479,60,12.526096033402922,0.8747390396659708
2023,Hombre,"Trastornos de la vesícula biliar, vias biliares y del pancreas",295,736,441,59.91847826086957,0.4008152173913043
2023,Hombre,Trastornos del sistema digestivo del feto y del recien nacido,17,78,61,78.2051282051282,0.21794871794871795
2023,Hombre,Trastornos endocrinos y metabolicos del feto y del recien nacido,10,0,-10,,
2023,Hombre,Trastornos hemorragicos y hematologicos del feto y del recien nacido,16,67,51,76.11940298507463,0.23880597014925373
2023,Hombre,Trastornos mentales y del comportamiento,489,122,-367,-300.8196721311475,4.008196721311475
2023,Hombre,Trastornos respiratorios específicos del periodo perinatal,138,375,237,63.2,0.368
2023,Hombre,Trastornos respiratorios no especificados,59,59,0,0.0,1.0
2023,Hombre,Tuberculosis,806,2265,1459,64.41501103752759,0.3558498896247241
2023,Mujer,Accidentes de transporte terrestre,466,824,358,43.44660194174757,0.5655339805825242
2023,Mujer,Accidentes por Ahogamiento y sumersión,27,144,117,81.25,0.1875
2023,Mujer,Accidentes por disparo de arma de fuego,2,28,26,92.85714285714286,0.07142857142857142
2023,Mujer,Accidentes por fuerzas de la naturaleza,13,64,51,79.6875,0.203125
2023,Mujer,Accidentes por fuerzas mecanicas (inanimadas y animadas),2,27,25,92.5925925925926,0.07407407407407407
2023,Mujer,Accidentes por otro tipo de transporte,16,56,40,71.42857142857143,0.2857142857142857
2023,Mujer,Accidentes que obstruyen la respiración,23,1354,1331,98.30132939438701,0.016986706056129987
2023,Mujer,Afecciones de la pleura,146,30,-116,-386.6666666666667,4.866666666666666
2023,Mujer,"Anemias hemoliticas, aplasticas y otras anemias",472,191,-281,-147.12041884816753,2.4712041884816753
2023,Mujer,Aneurimas,47,122,75,61.47540983606557,0.38524590163934425
2023,Mujer,"Apendicitis, hernia de la cavidad abdominal y obstrucción intestinal",365,652,287,44.01840490797546,0.5598159509202454
2023,Mujer,Arteriosclerosis,38,44,6,13.636363636363635,0.8636363636363636
2023,Mujer,Asma,76,193,117,60.62176165803109,0.39378238341968913
2023,Mujer,Caídas,18,59,41,69.49152542372882,0.3050847457627119
2023,Mujer,Ciertas enfermedades inmunoprevenibles,4,3,-1,-33.33333333333333,1.3333333333333333
2023,Mujer,Ciertas enfermedades transmitidas por vectores y rabia,137,269,132,49.07063197026022,0.5092936802973977
2023,Mujer,Cirrosis y ciertas otras enfermedades crónicas del hígado,1456,2634,1178,44.72285497342445,0.5527714502657555
2023,Mujer,Covid-19,106,316,210,66.45569620253164,0.33544303797468356
2023,Mujer,Defectos de la coagulación en organos hematopoyeticos y trastornos que afectan al mecanismo de la inmunidad,129,127,-2,-1.574803149606299,1.015748031496063
2023,Mujer,Deficiencias nutricionales y anemias nutricionales,676,942,266,28.237791932059448,0.7176220806794055
2023,Mujer,Degeneracion de sistemas multiples,63,1,-62,-6200.0,63.0
2023,Mujer,Diabetes mellitus,2193,4233,2040,48.19277108433735,0.5180722891566265
2023,Mujer,Edema Pulmonar,86,87,1,1.1494252873563218,0.9885057471264368
2023,Mujer,Edema cerebral,209,326,117,35.88957055214724,0.6411042944785276
2023,Mujer,"Embolia, trombosis arteriales y otros trastornos arteriales o arteriolares",131,152,21,13.815789473684212,0.8618421052631579
2023,Mujer,Encefalitis viral,12,36,24,66.66666666666666,0.3333333333333333
2023,Mujer,"Encefalitis, mielitis y encefalomielitis",41,86,45,52.32558139534884,0.47674418604651164
2023,Mujer,"Enfermedad cardiopulmonar, enfermedades de la circulación pulmonar",119,1102,983,89.20145190562614,0.10798548094373865
2023,Mujer,Enfermedad de Alzheimer,217,406,189,46.55172413793103,0.5344827586206896
2023,Mujer,Enfermedad del parkinson,166,268,102,38.059701492537314,0.6194029850746269
2023,Mujer,Enfermedad por el VIH (SIDA),184,338,154,45.562130177514796,0.5443786982248521
2023,Mujer,Enfermedad pulmonar intersticial,1994,4651,2657,57.12749946248119,0.42872500537518815
2023,Mujer,Enfermedad pulmonar obstructiva cronica (EPOC),442,862,420,48.72389791183295,0.5127610208816705
2023,Mujer,Enfermedades cerebrovasculares,1908,4332,2424,55.95567867036011,0.4404432132963989
2023,Mujer,Enfermedades de la piel,450,639,189,29.577464788732392,0.704225352112676
2023,Mujer,"Enfermedades del esofago, estomago y del duodeno",343,423,80,18.912529550827422,0.8108747044917257
2023,Mujer,"Enfermedades del peritoneo, peritonitis y otros",228,232,4,1.7241379310344827,0.9827586206896551
2023,Mujer,Enfermedades del pulmon debidas a agentes externos,331,113,-218,-192.92035398230087,2.9292035398230087
2023,Mujer,Enfermedades del sistema urinario,832,1468,636,43.32425068119891,0.5667574931880109
2023,Mujer,Enfermedades hipertensivas,3575,1735,-1840,-106.05187319884726,2.0605187319884726
2023,Mujer,Enfermedades infecciosas intestinales,117,232,115,49.56896551724138,0.5043103448275862
2023,Mujer,Enfermedades isquémicas del corazón,3596,9215,5619,60.97666847531199,0.3902333152468801
2023,Mujer,"Envenenamientos por, y exposición a sustancias nocivas",2,208,206,99.03846153846155,0.009615384615384616
2023,Mujer,Epilepsia y estado de mal epileptico,150,289,139,48.09688581314879,0.5190311418685121
2023,Mujer,Esclerosis multiple,15,16,1,6.25,0.9375
2023,Mujer,"Eventos relacionados al embarazo, parto y puerperio",77,269,192,71.37546468401487,0.2862453531598513
2023,Mujer,Exposición a la corriente eléctrica,5,38,33,86.8421052631579,0.13157894736842105
2023,Mujer,Feto y recién nacido afectados por ciertas afecciones materna,2,4,2,50.0,0.5
2023,Mujer,Feto y recién nacido afectados por complicaciones obstétrica,8,6,-2,-33.33333333333333,1.3333333333333333
2023,Mujer,Fiebre reumática aguda y enfermedades cardíacas reumáticas cronicas,63,64,1,1.5625,0.984375
2023,Mujer,"Hemorragia gastrointestinal (hematemesis, melena y las no especificadas)",242,375,133,35.46666666666667,0.6453333333333333
2023,Mujer,Hepatitis B,14,1,-13,-1300.0,14.0
2023,Mujer,Hiperplasia de próstata,1,0,-1,,
2023,Mujer,Homicidios (agresiones infligidas por otra persona),139,234,95,40.598290598290596,0.594017094017094
2023,Mujer,Incidentes ocurridos al paciente durante la atencion medica y quirurgica,23,42,19,45.23809523809524,0.5476190476190477
2023,Mujer,Infecciones especificas del periodo perinatal,87,111,24,21.62162162162162,0.7837837837837838
2023,Mujer,Infecciones respiratorias agudas altas,20,14,-6,-42.857142857142854,1.4285714285714286
2023,Mujer,Infecciones respiratorias agudas bajas,5564,11701,6137,52.44850867447227,0.47551491325527734
2023,Mujer,Insuficiencia cardíaca,1079,2220,1141,51.39639639639639,0.486036036036036
2023,Mujer,"Insuficiencia renal, incluye la aguda, cronica y la no especificadas",1860,2425,565,23.298969072164947,0.7670103092783506
2023,Mujer,Insuficiencia respiratoria,1861,1997,136,6.810215322984477,0.9318978467701552
2023,Mujer,Las demás causas externas,220,1174,954,81.26064735945485,0.18739352640545145
2023,Mujer,Lesiones de intención no determinada,436,199,-237,-119.09547738693466,2.190954773869347
2023,Mujer,Leucemia,436,1005,569,56.61691542288557,0.4338308457711443
2023,Mujer,"Malformaciones congénitas, deformidades y anomalías cromosomicas",522,1306,784,60.03062787136294,0.3996937212863706
2023,Mujer,Meningitis,30,57,27,47.368421052631575,0.5263157894736842
2023,Mujer,Neoplasia maligna de colon y de la unión rectosigmoidea,764,1339,575,42.94249439880508,0.5705750560119492
2023,Mujer,Neoplasia maligna de estómago,1151,2505,1354,54.051896207584825,0.4594810379241517
2023,Mujer,Neoplasia maligna de higado y vias biliares,1020,2350,1330,56.59574468085107,0.4340425531914894
2023,Mujer,Neoplasia maligna de la glandula tiroides y de otras glandulas endocrinas,198,436,238,54.58715596330275,0.4541284403669725
2023,Mujer,Neoplasia maligna de la mama,1145,2343,1198,51.13102859581733,0.4886897140418267
2023,Mujer,Neoplasia maligna de la piel,204,447,243,54.36241610738255,0.4563758389261745
2023,Mujer,Neoplasia maligna de la próstata,8,0,-8,,
2023,Mujer,"Neoplasia maligna de la tráquea, los bronquios y el pulmón",816,1809,993,54.8922056384743,0.45107794361525705
2023,Mujer,"Neoplasia maligna de los huesos, cartilagos y tejido conjuntivo",130,350,220,62.857142857142854,0.37142857142857144
2023,Mujer,"Neoplasia maligna de los órganos digestivos y del peritoneo, excepto estomago",243,700,457,65.28571428571428,0.34714285714285714
2023,Mujer,Neoplasia maligna de los órganos genitourinarios,754,1585,831,52.429022082018925,0.4757097791798107
2023,Mujer,"Neoplasia maligna de los órganos respiratorios e intratorácicos, excepto traquea y pulmon",98,158,60,37.9746835443038,0.620253164556962
2023,Mujer,"Neoplasia maligna de ojo, encefalo y de otras partes del sistema nervioso",372,749,377,50.33377837116155,0.49666221628838453
2023,Mujer,Neoplasia maligna de pancreas,601,1147,546,47.60244115082825,0.5239755884917175
2023,Mujer,"Neoplasia maligna de sitios mal definidos, de comportamiento incierto y los no especificados",973,914,-59,-6.455142231947483,1.0645514223194747
2023,Mujer,"Neoplasia maligna de tejido linfático, de otros órganos hematopoyeticos",512,1065,553,51.924882629107984,0.4807511737089202
2023,Mujer,Neoplasia maligna del cuello del útero,924,2083,1159,55.6409025444071,0.44359097455592894
2023,Mujer,Neoplasia maligna del cuerpo del útero,241,344,103,29.941860465116278,0.7005813953488372
2023,Mujer,"Neoplasia maligna del labio, de la cavidad bucal y de la faringe",146,290,144,49.6551724137931,0.503448275862069
2023,Mujer,"Neoplasia maligna del útero, parte no especificada",137,654,517,79.0519877675841,0.20948012232415902
2023,Mujer,Neoplasia maligna secundaria (metastasis),194,4,-190,-4750.0,48.5
2023,Mujer,Neoplasias benignas,63,69,6,8.695652173913043,0.9130434782608695
2023,Mujer,Otras ciertas afecciones originadas en el periodo perinatal,20,35,15,42.857142857142854,0.5714285714285714
2023,Mujer,Otras enfermedades del sistema circulatorio,790,97,-693,-714.4329896907217,8.144329896907216
2023,Mujer,Otras enfermedades del sistema digestivo,16,526,510,96.95817490494296,0.030418250950570342
2023,Mujer,"Otras enfermedades del sistema nervioso, excepto meningitis",184,352,168,47.72727272727273,0.5227272727272727
2023,Mujer,Otras enfermedades del sistema respiratorio,108,66,-42,-63.63636363636363,1.6363636363636365
2023,Mujer,Otras enfermedades infecciosas y parasitarias,164,155,-9,-5.806451612903226,1.0580645161290323
2023,Mujer,Paro cardiaco,408,342,-66,-19.298245614035086,1.1929824561403508
2023,Mujer,Resto de las demas enfermedades,10096,762,-9334,-1224.9343832020998,13.249343832020998
