year,departamento,grupo110,ndefun_sinadef,ndefun_inei,diferencia,pct_diferencia,ratio
2019,LA LIBERTAD,Neoplasia maligna de higado y vias biliares,83,185,102,55.13513513513514,0.4486486486486487
2019,LA LIBERTAD,Neoplasia maligna de la glandula tiroides y de otras glandulas endocrinas,22,30,8,26.666666666666668,0.7333333333333333
2019,LA LIBERTAD,Neoplasia maligna de la mama,62,126,64,50.79365079365079,0.49206349206349204
2019,LA LIBERTAD,Neoplasia maligna de la piel,27,54,27,50.0,0.5
2019,LA LIBERTAD,Neoplasia maligna de la próstata,75,176,101,57.38636363636363,0.42613636363636365
2019,LA LIBERTAD,"Neoplasia maligna de la tráquea, los bronquios y el pulmón",68,168,100,59.523809523809526,0.40476190476190477
2019,LA LIBERTAD,"Neoplasia maligna de los huesos, cartilagos y tejido conjuntivo",25,16,-9,-56.25,1.5625
2019,LA LIBERTAD,"Neoplasia maligna de los órganos digestivos y del peritoneo, excepto estomago",18,80,62,77.5,0.225
2019,LA LIBERTAD,Neoplasia maligna de los órganos genitourinarios,75,133,58,43.609022556390975,0.5639097744360902
2019,LA LIBERTAD,"Neoplasia maligna de los órganos respiratorios e intratorácicos, excepto traquea y pulmon",9,22,13,59.09090909090909,0.4090909090909091
2019,LA LIBERTAD,"Neoplasia maligna de ojo, encefalo y de otras partes del sistema nervioso",39,78,39,50.0,0.5
2019,LA LIBERTAD,Neoplasia maligna de pancreas,62,119,57,47.89915966386555,0.5210084033613446
2019,LA LIBERTAD,"Neoplasia maligna de sitios mal definidos, de comportamiento incierto y los no especificados",313,84,-229,-272.61904761904765,3.7261904761904763
2019,LA LIBERTAD,"Neoplasia maligna de tejido linfático, de otros órganos hematopoyeticos",72,107,35,32.71028037383177,0.6728971962616822
2019,LA LIBERTAD,Neoplasia maligna del cuello del útero,46,84,38,45.23809523809524,0.5476190476190477
2019,LA LIBERTAD,Neoplasia maligna del cuerpo del útero,16,15,-1,-6.666666666666667,1.0666666666666667
2019,LA LIBERTAD,"Neoplasia maligna del labio, de la cavidad bucal y de la faringe",18,35,17,48.57142857142857,0.5142857142857142
2019,LA LIBERTAD,"Neoplasia maligna del útero, parte no especificada",13,55,42,76.36363636363637,0.23636363636363636
2019,LA LIBERTAD,Neoplasia maligna secundaria (metastasis),6,6,0,0.0,1.0
2019,LA LIBERTAD,Neoplasias benignas,6,2,-4,-200.0,3.0
2019,LA LIBERTAD,Otras ciertas afecciones originadas en el periodo perinatal,7,5,-2,-40.0,1.4
2019,LA LIBERTAD,Otras enfermedades del sistema circulatorio,137,12,-125,-1041.6666666666665,11.416666666666666
2019,LA LIBERTAD,Otras enfermedades del sistema digestivo,3,43,40,93.02325581395348,0.06976744186046512
2019,LA LIBERTAD,"Otras enfermedades del sistema nervioso, excepto meningitis",27,58,31,53.44827586206896,0.46551724137931033
2019,LA LIBERTAD,Otras enfermedades del sistema respiratorio,30,11,-19,-172.72727272727272,2.727272727272727
2019,LA LIBERTAD,Otras enfermedades infecciosas y parasitarias,31,18,-13,-72.22222222222221,1.7222222222222223
2019,LA LIBERTAD,Paro cardiaco,8,18,10,55.55555555555556,0.4444444444444444
2019,LA LIBERTAD,Resto de las demas enfermedades,1537,72,-1465,-2034.7222222222222,21.34722222222222
2019,LA LIBERTAD,"Retardo del crecimiento fetal, desnutrición fetal, gestación",55,39,-16,-41.02564102564102,1.4102564102564104
2019,LA LIBERTAD,"Septicemia, excepto neonatal",161,192,31,16.145833333333336,0.8385416666666666
2019,LA LIBERTAD,Suicidios (lesiones autoinfligidas intencionalmente),35,29,-6,-20.689655172413794,1.206896551724138
2019,LA LIBERTAD,"Trastornos de la glandula tiroides, endocrinas y otras metabolicas",59,28,-31,-110.71428571428572,2.107142857142857
2019,LA LIBERTAD,"Trastornos de la vesícula biliar, vias biliares y del pancreas",42,58,16,27.586206896551722,0.7241379310344828
2019,LA LIBERTAD,Trastornos del sistema digestivo del feto y del recien nacido,2,5,3,60.0,0.4
2019,LA LIBERTAD,Trastornos endocrinos y metabolicos del feto y del recien nacido,3,2,-1,-50.0,1.5
2019,LA LIBERTAD,Trastornos hemorragicos y hematologicos del feto y del recien nacido,7,5,-2,-40.0,1.4
2019,LA LIBERTAD,Trastornos mentales y del comportamiento,52,19,-33,-173.6842105263158,2.736842105263158
2019,LA LIBERTAD,Trastornos respiratorios específicos del periodo perinatal,44,128,84,65.625,0.34375
2019,LA LIBERTAD,Trastornos respiratorios no especificados,5,21,16,76.19047619047619,0.23809523809523808
2019,LA LIBERTAD,Tuberculosis,61,123,62,50.40650406504065,0.4959349593495935
2019,LAMBAYEQUE,Accidentes de transporte terrestre,73,82,9,10.975609756097562,0.8902439024390244
2019,LAMBAYEQUE,Accidentes por Ahogamiento y sumersión,1,31,30,96.7741935483871,0.03225806451612903
2019,LAMBAYEQUE,Accidentes por otro tipo de transporte,1,1,0,0.0,1.0
2019,LAMBAYEQUE,Accidentes que obstruyen la respiración,1,59,58,98.30508474576271,0.01694915254237288
2019,LAMBAYEQUE,Afecciones de la pleura,9,12,3,25.0,0.75
2019,LAMBAYEQUE,"Anemias hemoliticas, aplasticas y otras anemias",42,26,-16,-61.53846153846154,1.6153846153846154
2019,LAMBAYEQUE,Aneurimas,7,18,11,61.111111111111114,0.3888888888888889
2019,LAMBAYEQUE,"Apendicitis, hernia de la cavidad abdominal y obstrucción intestinal",32,58,26,44.827586206896555,0.5517241379310345
2019,LAMBAYEQUE,Arteriosclerosis,10,2,-8,-400.0,5.0
2019,LAMBAYEQUE,Asma,8,20,12,60.0,0.4
2019,LAMBAYEQUE,Ciertas enfermedades inmunoprevenibles,1,0,-1,,
2019,LAMBAYEQUE,Ciertas enfermedades transmitidas por vectores y rabia,1,3,2,66.66666666666666,0.3333333333333333
2019,LAMBAYEQUE,Cirrosis y ciertas otras enfermedades crónicas del hígado,195,268,73,27.238805970149254,0.7276119402985075
2019,LAMBAYEQUE,Defectos de la coagulación en organos hematopoyeticos y trastornos que afectan al mecanismo de la inmunidad,10,18,8,44.44444444444444,0.5555555555555556
2019,LAMBAYEQUE,Deficiencias nutricionales y anemias nutricionales,44,33,-11,-33.33333333333333,1.3333333333333333
2019,LAMBAYEQUE,Degeneracion de sistemas multiples,3,0,-3,,
2019,LAMBAYEQUE,Diabetes mellitus,213,403,190,47.146401985111666,0.5285359801488834
2019,LAMBAYEQUE,Edema Pulmonar,8,8,0,0.0,1.0
2019,LAMBAYEQUE,Edema cerebral,14,28,14,50.0,0.5
2019,LAMBAYEQUE,"Embolia, trombosis arteriales y otros trastornos arteriales o arteriolares",12,9,-3,-33.33333333333333,1.3333333333333333
2019,LAMBAYEQUE,Encefalitis viral,1,2,1,50.0,0.5
2019,LAMBAYEQUE,"Encefalitis, mielitis y encefalomielitis",5,5,0,0.0,1.0
2019,LAMBAYEQUE,"Enfermedad cardiopulmonar, enfermedades de la circulación pulmonar",7,97,90,92.78350515463917,0.07216494845360824
2019,LAMBAYEQUE,Enfermedad de Alzheimer,24,29,5,17.24137931034483,0.8275862068965517
2019,LAMBAYEQUE,Enfermedad del parkinson,14,8,-6,-75.0,1.75
2019,LAMBAYEQUE,Enfermedad por el VIH (SIDA),39,81,42,51.85185185185185,0.48148148148148145
2019,LAMBAYEQUE,Enfermedad pulmonar intersticial,54,126,72,57.14285714285714,0.42857142857142855
2019,LAMBAYEQUE,Enfermedad pulmonar obstructiva cronica (EPOC),36,70,34,48.57142857142857,0.5142857142857142
2019,LAMBAYEQUE,Enfermedades cerebrovasculares,153,392,239,60.96938775510205,0.3903061224489796
2019,LAMBAYEQUE,Enfermedades de la piel,34,48,14,29.166666666666668,0.7083333333333334
2019,LAMBAYEQUE,"Enfermedades del esofago, estomago y del duodeno",12,11,-1,-9.090909090909092,1.0909090909090908
2019,LAMBAYEQUE,"Enfermedades del peritoneo, peritonitis y otros",21,19,-2,-10.526315789473683,1.105263157894737
2019,LAMBAYEQUE,Enfermedades del pulmon debidas a agentes externos,137,175,38,21.714285714285715,0.7828571428571428
2019,LAMBAYEQUE,Enfermedades del sistema urinario,84,125,41,32.800000000000004,0.672
2019,LAMBAYEQUE,Enfermedades hipertensivas,329,147,-182,-123.80952380952381,2.238095238095238
2019,LAMBAYEQUE,Enfermedades infecciosas intestinales,7,25,18,72.0,0.28
2019,LAMBAYEQUE,Enfermedades isquémicas del corazón,207,602,395,65.61461794019934,0.3438538205980066
2019,LAMBAYEQUE,Epilepsia y estado de mal epileptico,19,19,0,0.0,1.0
2019,LAMBAYEQUE,Esclerosis multiple,1,1,0,0.0,1.0
2019,LAMBAYEQUE,"Eventos relacionados al embarazo, parto y puerperio",3,13,10,76.92307692307693,0.23076923076923078
2019,LAMBAYEQUE,Feto y recién nacido afectados por ciertas afecciones materna,1,1,0,0.0,1.0
2019,LAMBAYEQUE,Feto y recién nacido afectados por complicaciones obstétrica,4,0,-4,,
2019,LAMBAYEQUE,Fiebre reumática aguda y enfermedades cardíacas reumáticas cronicas,5,11,6,54.54545454545454,0.45454545454545453
2019,LAMBAYEQUE,"Hemorragia gastrointestinal (hematemesis, melena y las no especificadas)",33,52,19,36.53846153846153,0.6346153846153846
2019,LAMBAYEQUE,Hepatitis B,4,0,-4,,
2019,LAMBAYEQUE,Hiperplasia de próstata,6,4,-2,-50.0,1.5
2019,LAMBAYEQUE,Homicidios (agresiones infligidas por otra persona),17,20,3,15.0,0.85
2019,LAMBAYEQUE,Infecciones especificas del periodo perinatal,13,36,23,63.888888888888886,0.3611111111111111
2019,LAMBAYEQUE,Infecciones respiratorias agudas altas,2,1,-1,-100.0,2.0
2019,LAMBAYEQUE,Infecciones respiratorias agudas bajas,417,927,510,55.016181229773466,0.44983818770226536
2019,LAMBAYEQUE,Insuficiencia cardíaca,82,101,19,18.81188118811881,0.8118811881188119
2019,LAMBAYEQUE,"Insuficiencia renal, incluye la aguda, cronica y la no especificadas",155,140,-15,-10.714285714285714,1.1071428571428572
2019,LAMBAYEQUE,Insuficiencia respiratoria,66,222,156,70.27027027027027,0.2972972972972973
2019,LAMBAYEQUE,Las demás causas externas,36,89,53,59.55056179775281,0.4044943820224719
2019,LAMBAYEQUE,Lesiones de intención no determinada,16,63,47,74.60317460317461,0.25396825396825395
2019,LAMBAYEQUE,Leucemia,43,84,41,48.80952380952381,0.5119047619047619
2019,LAMBAYEQUE,"Malformaciones congénitas, deformidades y anomalías cromosomicas",35,99,64,64.64646464646465,0.35353535353535354
2019,LAMBAYEQUE,Neoplasia maligna de colon y de la unión rectosigmoidea,74,97,23,23.711340206185564,0.7628865979381443
2019,LAMBAYEQUE,Neoplasia maligna de estómago,97,177,80,45.19774011299435,0.5480225988700564
2019,LAMBAYEQUE,Neoplasia maligna de higado y vias biliares,89,146,57,39.04109589041096,0.6095890410958904
2019,LAMBAYEQUE,Neoplasia maligna de la glandula tiroides y de otras glandulas endocrinas,8,9,1,11.11111111111111,0.8888888888888888
2019,LAMBAYEQUE,Neoplasia maligna de la mama,42,77,35,45.45454545454545,0.5454545454545454
2019,LAMBAYEQUE,Neoplasia maligna de la piel,19,34,15,44.11764705882353,0.5588235294117647
2019,LAMBAYEQUE,Neoplasia maligna de la próstata,68,133,65,48.87218045112782,0.5112781954887218
2019,LAMBAYEQUE,"Neoplasia maligna de la tráquea, los bronquios y el pulmón",46,105,59,56.19047619047619,0.4380952380952381
2019,LAMBAYEQUE,"Neoplasia maligna de los huesos, cartilagos y tejido conjuntivo",8,8,0,0.0,1.0
2019,LAMBAYEQUE,"Neoplasia maligna de los órganos digestivos y del peritoneo, excepto estomago",16,56,40,71.42857142857143,0.2857142857142857
2019,LAMBAYEQUE,Neoplasia maligna de los órganos genitourinarios,43,93,50,53.76344086021505,0.46236559139784944
2019,LAMBAYEQUE,"Neoplasia maligna de los órganos respiratorios e intratorácicos, excepto traquea y pulmon",11,23,12,52.17391304347826,0.4782608695652174
2019,LAMBAYEQUE,"Neoplasia maligna de ojo, encefalo y de otras partes del sistema nervioso",38,68,30,44.11764705882353,0.5588235294117647
2019,LAMBAYEQUE,Neoplasia maligna de pancreas,31,46,15,32.608695652173914,0.6739130434782609
2019,LAMBAYEQUE,"Neoplasia maligna de sitios mal definidos, de comportamiento incierto y los no especificados",93,52,-41,-78.84615384615384,1.7884615384615385
2019,LAMBAYEQUE,"Neoplasia maligna de tejido linfático, de otros órganos hematopoyeticos",41,77,36,46.75324675324675,0.5324675324675324
2019,LAMBAYEQUE,Neoplasia maligna del cuello del útero,26,44,18,40.909090909090914,0.5909090909090909
2019,LAMBAYEQUE,Neoplasia maligna del cuerpo del útero,8,8,0,0.0,1.0
2019,LAMBAYEQUE,"Neoplasia maligna del labio, de la cavidad bucal y de la faringe",13,22,9,40.909090909090914,0.5909090909090909
2019,LAMBAYEQUE,"Neoplasia maligna del útero, parte no especificada",12,28,16,57.14285714285714,0.42857142857142855
2019,LAMBAYEQUE,Neoplasia maligna secundaria (metastasis),6,8,2,25.0,0.75
2019,LAMBAYEQUE,Neoplasias benignas,6,5,-1,-20.0,1.2
2019,LAMBAYEQUE,Otras ciertas afecciones originadas en el periodo perinatal,2,6,4,66.66666666666666,0.3333333333333333
2019,LAMBAYEQUE,Otras enfermedades del sistema circulatorio,88,9,-79,-877.7777777777778,9.777777777777779
2019,LAMBAYEQUE,Otras enfermedades del sistema digestivo,1,57,56,98.24561403508771,0.017543859649122806
2019,LAMBAYEQUE,"Otras enfermedades del sistema nervioso, excepto meningitis",28,75,47,62.66666666666667,0.37333333333333335
2019,LAMBAYEQUE,Otras enfermedades del sistema respiratorio,3,14,11,78.57142857142857,0.21428571428571427
2019,LAMBAYEQUE,Otras enfermedades infecciosas y parasitarias,12,15,3,20.0,0.8
2019,LAMBAYEQUE,Paro cardiaco,54,65,11,16.923076923076923,0.8307692307692308
2019,LAMBAYEQUE,Resto de las demas enfermedades,762,31,-731,-2358.064516129032,24.580645161290324
2019,LAMBAYEQUE,"Retardo del crecimiento fetal, desnutrición fetal, gestación",49,29,-20,-68.96551724137932,1.6896551724137931
2019,LAMBAYEQUE,"Septicemia, excepto neonatal",92,307,215,70.03257328990227,0.2996742671009772
2019,LAMBAYEQUE,Suicidios (lesiones autoinfligidas intencionalmente),25,24,-1,-4.166666666666666,1.0416666666666667
2019,LAMBAYEQUE,Trastornos cardiovasculares originados en el periodo perinatal,1,5,4,80.0,0.2
2019,LAMBAYEQUE,"Trastornos de la glandula tiroides, endocrinas y otras metabolicas",28,59,31,52.54237288135594,0.4745762711864407
2019,LAMBAYEQUE,"Trastornos de la vesícula biliar, vias biliares y del pancreas",14,31,17,54.83870967741935,0.45161290322580644
2019,LAMBAYEQUE,Trastornos del sistema digestivo del feto y del recien nacido,2,5,3,60.0,0.4
2019,LAMBAYEQUE,Trastornos hemorragicos y hematologicos del feto y del recien nacido,1,8,7,87.5,0.125
2019,LAMBAYEQUE,Trastornos mentales y del comportamiento,34,23,-11,-47.82608695652174,1.4782608695652173
2019,LAMBAYEQUE,Trastornos respiratorios específicos del periodo perinatal,5,65,60,92.3076923076923,0.07692307692307693
2019,LAMBAYEQUE,Trastornos respiratorios no especificados,11,23,12,52.17391304347826,0.4782608695652174
2019,LAMBAYEQUE,Tuberculosis,36,53,17,32.075471698113205,0.6792452830188679
2019,LIMA,Accidentes de transporte terrestre,651,882,231,26.190476190476193,0.7380952380952381
2019,LIMA,Accidentes por Ahogamiento y sumersión,1,80,79,98.75,0.0125
2019,LIMA,Accidentes por otro tipo de transporte,1,44,43,97.72727272727273,0.022727272727272728
2019,LIMA,Accidentes que obstruyen la respiración,1,222,221,99.54954954954955,0.0045045045045045045
2019,LIMA,Afecciones de la pleura,69,72,3,4.166666666666666,0.9583333333333334
2019,LIMA,"Anemias hemoliticas, aplasticas y otras anemias",306,211,-95,-45.023696682464454,1.4502369668246446
2019,LIMA,Aneurimas,45,86,41,47.674418604651166,0.5232558139534884
2019,LIMA,"Apendicitis, hernia de la cavidad abdominal y obstrucción intestinal",164,336,172,51.19047619047619,0.4880952380952381
2019,LIMA,Arteriosclerosis,16,14,-2,-14.285714285714285,1.1428571428571428
2019,LIMA,Asma,35,217,182,83.87096774193549,0.16129032258064516
2019,LIMA,Caídas,6,16,10,62.5,0.375
2019,LIMA,Ciertas enfermedades inmunoprevenibles,3,3,0,0.0,1.0
2019,LIMA,Ciertas enfermedades transmitidas por vectores y rabia,1,6,5,83.33333333333334,0.16666666666666666
2019,LIMA,Cirrosis y ciertas otras enfermedades crónicas del hígado,849,1871,1022,54.62319615179049,0.4537680384820951
2019,LIMA,Covid-19,2,0,-2,,
2019,LIMA,Defectos de la coagulación en organos hematopoyeticos y trastornos que afectan al mecanismo de la inmunidad,98,97,-1,-1.0309278350515463,1.0103092783505154
2019,LIMA,Deficiencias nutricionales y anemias nutricionales,360,294,-66,-22.448979591836736,1.2244897959183674
2019,LIMA,Degeneracion de sistemas multiples,46,3,-43,-1433.3333333333335,15.333333333333334
2019,LIMA,Diabetes mellitus,1212,2466,1254,50.85158150851582,0.49148418491484186
2019,LIMA,Edema Pulmonar,20,90,70,77.77777777777779,0.2222222222222222
2019,LIMA,Edema cerebral,94,569,475,83.47978910369068,0.16520210896309315
2019,LIMA,"Embolia, trombosis arteriales y otros trastornos arteriales o arteriolares",105,51,-54,-105.88235294117648,2.0588235294117645
2019,LIMA,"Encefalitis, mielitis y encefalomielitis",21,59,38,64.40677966101694,0.3559322033898305
2019,LIMA,"Enfermedad cardiopulmonar, enfermedades de la circulación pulmonar",59,651,592,90.93701996927803,0.09062980030721966
2019,LIMA,Enfermedad de Alzheimer,83,223,140,62.78026905829597,0.3721973094170404
2019,LIMA,Enfermedad del parkinson,154,48,-106,-220.83333333333334,3.2083333333333335
2019,LIMA,Enfermedad por el VIH (SIDA),353,821,468,57.003654080389765,0.4299634591961023
2019,LIMA,Enfermedad pulmonar intersticial,1299,3002,1703,56.728847435043306,0.43271152564956694
2019,LIMA,Enfermedad pulmonar obstructiva cronica (EPOC),232,440,208,47.27272727272727,0.5272727272727272
2019,LIMA,Enfermedades cerebrovasculares,1211,3273,2062,63.000305530094714,0.36999694469905287
2019,LIMA,Enfermedades de la piel,187,288,101,35.06944444444444,0.6493055555555556
2019,LIMA,"Enfermedades del esofago, estomago y del duodeno",67,118,51,43.22033898305085,0.5677966101694916
2019,LIMA,"Enfermedades del peritoneo, peritonitis y otros",111,200,89,44.5,0.555
2019,LIMA,Enfermedades del pulmon debidas a agentes externos,114,245,131,53.46938775510204,0.46530612244897956
2019,LIMA,Enfermedades del sistema urinario,333,722,389,53.8781163434903,0.46121883656509693
2019,LIMA,Enfermedades hipertensivas,1455,793,-662,-83.48045397225725,1.8348045397225725
2019,LIMA,Enfermedades infecciosas intestinales,44,84,40,47.61904761904761,0.5238095238095238
2019,LIMA,Enfermedades isquémicas del corazón,861,3954,3093,78.22458270106222,0.21775417298937785
2019,LIMA,"Envenenamientos por, y exposición a sustancias nocivas",1,70,69,98.57142857142858,0.014285714285714285
2019,LIMA,Epilepsia y estado de mal epileptico,58,78,20,25.64102564102564,0.7435897435897436
2019,LIMA,Esclerosis multiple,9,14,5,35.714285714285715,0.6428571428571429
2019,LIMA,"Eventos relacionados al embarazo, parto y puerperio",33,33,0,0.0,1.0
2019,LIMA,Feto y recién nacido afectados por complicaciones obstétrica,6,5,-1,-20.0,1.2
2019,LIMA,Fiebre reumática aguda y enfermedades cardíacas reumáticas cronicas,40,27,-13,-48.148148148148145,1.4814814814814814
2019,LIMA,"Hemorragia gastrointestinal (hematemesis, melena y las no especificadas)",118,307,189,61.563517915309454,0.38436482084690554
2019,LIMA,Hepatitis B,19,4,-15,-375.0,4.75
2019,LIMA,Hiperplasia de próstata,37,24,-13,-54.166666666666664,1.5416666666666667
2019,LIMA,Homicidios (agresiones infligidas por otra persona),448,499,51,10.220440881763528,0.8977955911823647
2019,LIMA,Incidentes ocurridos al paciente durante la atencion medica y quirurgica,19,57,38,66.66666666666666,0.3333333333333333
2019,LIMA,Infecciones especificas del periodo perinatal,60,114,54,47.368421052631575,0.5263157894736842
2019,LIMA,Infecciones respiratorias agudas altas,7,6,-1,-16.666666666666664,1.1666666666666667
2019,LIMA,Infecciones respiratorias agudas bajas,2748,7377,4629,62.74908499389996,0.3725091500610004
2019,LIMA,Insuficiencia cardíaca,370,426,56,13.145539906103288,0.8685446009389671
2019,LIMA,"Insuficiencia renal, incluye la aguda, cronica y la no especificadas",977,944,-33,-3.4957627118644066,1.034957627118644
2019,LIMA,Insuficiencia respiratoria,760,2296,1536,66.89895470383276,0.3310104529616725
2019,LIMA,Las demás causas externas,320,964,644,66.80497925311202,0.33195020746887965
2019,LIMA,Lesiones de intención no determinada,520,316,-204,-64.55696202531645,1.6455696202531647
2019,LIMA,Leucemia,282,649,367,56.548536209553156,0.4345146379044684
2019,LIMA,"Malformaciones congénitas, deformidades y anomalías cromosomicas",426,527,101,19.165085388994306,0.8083491461100569
2019,LIMA,Meningitis,29,31,2,6.451612903225806,0.9354838709677419
2019,LIMA,Neoplasia maligna de colon y de la unión rectosigmoidea,442,933,491,52.62593783494105,0.4737406216505895
2019,LIMA,Neoplasia maligna de estómago,636,1502,866,57.65645805592543,0.4234354194407457
2019,LIMA,Neoplasia maligna de higado y vias biliares,481,1162,681,58.60585197934596,0.4139414802065404
2019,LIMA,Neoplasia maligna de la glandula tiroides y de otras glandulas endocrinas,55,127,72,56.69291338582677,0.4330708661417323
2019,LIMA,Neoplasia maligna de la mama,347,847,500,59.031877213695395,0.40968122786304606
2019,LIMA,Neoplasia maligna de la piel,89,222,133,59.909909909909906,0.4009009009009009
2019,LIMA,Neoplasia maligna de la próstata,363,918,555,60.45751633986928,0.3954248366013072
2019,LIMA,"Neoplasia maligna de la tráquea, los bronquios y el pulmón",530,1398,868,62.08869814020028,0.3791130185979971
2019,LIMA,"Neoplasia maligna de los huesos, cartilagos y tejido conjuntivo",76,89,13,14.606741573033707,0.8539325842696629
2019,LIMA,"Neoplasia maligna de los órganos digestivos y del peritoneo, excepto estomago",110,442,332,75.1131221719457,0.248868778280543
2019,LIMA,Neoplasia maligna de los órganos genitourinarios,339,830,491,59.156626506024104,0.40843373493975904
2019,LIMA,"Neoplasia maligna de los órganos respiratorios e intratorácicos, excepto traquea y pulmon",97,161,64,39.75155279503105,0.6024844720496895
2019,LIMA,"Neoplasia maligna de ojo, encefalo y de otras partes del sistema nervioso",237,427,190,44.49648711943794,0.5550351288056206
2019,LIMA,Neoplasia maligna de pancreas,324,772,448,58.03108808290155,0.41968911917098445
2019,LIMA,"Neoplasia maligna de sitios mal definidos, de comportamiento incierto y los no especificados",397,425,28,6.588235294117648,0.9341176470588235
2019,LIMA,"Neoplasia maligna de tejido linfático, de otros órganos hematopoyeticos",415,967,552,57.083764219234745,0.42916235780765255
2019,LIMA,Neoplasia maligna del cuello del útero,136,405,269,66.41975308641975,0.3358024691358025
2019,LIMA,Neoplasia maligna del cuerpo del útero,71,97,26,26.804123711340207,0.7319587628865979
2019,LIMA,"Neoplasia maligna del labio, de la cavidad bucal y de la faringe",75,208,133,63.942307692307686,0.3605769230769231
2019,LIMA,"Neoplasia maligna del útero, parte no especificada",33,176,143,81.25,0.1875
2019,LIMA,Neoplasia maligna secundaria (metastasis),98,115,17,14.782608695652174,0.8521739130434782
2019,LIMA,Neoplasias benignas,47,36,-11,-30.555555555555557,1.3055555555555556
2019,LIMA,Otras ciertas afecciones originadas en el periodo perinatal,15,29,14,48.275862068965516,0.5172413793103449
2019,LIMA,Otras enfermedades del sistema circulatorio,505,69,-436,-631.8840579710145,7.318840579710145
2019,LIMA,Otras enfermedades del sistema digestivo,14,344,330,95.93023255813954,0.040697674418604654
2019,LIMA,"Otras enfermedades del sistema nervioso, excepto meningitis",111,407,296,72.72727272727273,0.2727272727272727
2019,LIMA,Otras enfermedades del sistema respiratorio,62,97,35,36.08247422680412,0.6391752577319587
2019,LIMA,Otras enfermedades infecciosas y parasitarias,157,97,-60,-61.855670103092784,1.6185567010309279
2019,LIMA,Paro cardiaco,118,154,36,23.376623376623375,0.7662337662337663
2019,LIMA,Resto de las demas enfermedades,14342,377,-13965,-3704.244031830239,38.04244031830239
2019,LIMA,"Retardo del crecimiento fetal, desnutrición fetal, gestación",297,198,-99,-50.0,1.5
2019,LIMA,"Septicemia, excepto neonatal",754,1809,1055,58.319513543394145,0.4168048645660586
2019,LIMA,Suicidios (lesiones autoinfligidas intencionalmente),160,145,-15,-10.344827586206897,1.103448275862069
2019,LIMA,Sífilis congénita,2,1,-1,-100.0,2.0
2019,LIMA,Trastornos cardiovasculares originados en el periodo perinatal,7,19,12,63.1578947368421,0.3684210526315789
2019,LIMA,"Trastornos de la glandula tiroides, endocrinas y otras metabolicas",299,341,42,12.316715542521994,0.8768328445747801
2019,LIMA,"Trastornos de la vesícula biliar, vias biliares y del pancreas",189,410,221,53.90243902439025,0.4609756097560976
2019,LIMA,Trastornos del sistema digestivo del feto y del recien nacido,9,29,20,68.96551724137932,0.3103448275862069
2019,LIMA,Trastornos endocrinos y metabolicos del feto y del recien nacido,13,0,-13,,
2019,LIMA,Trastornos hemorragicos y hematologicos del feto y del recien nacido,15,23,8,34.78260869565217,0.6521739130434783
2019,LIMA,Trastornos mentales y del comportamiento,369,245,-124,-50.61224489795918,1.506122448979592
2019,LIMA,Trastornos respiratorios específicos del periodo perinatal,96,307,211,68.72964169381108,0.3127035830618892
2019,LIMA,Trastornos respiratorios no especificados,16,167,151,90.41916167664671,0.09580838323353294
2019,LIMA,Tuberculosis,382,1069,687,64.26566884939196,0.35734331150608045
2019,LORETO,Accidentes de transporte terrestre,35,52,17,32.69230769230769,0.6730769230769231
2019,LORETO,Accidentes por Ahogamiento y sumersión,4,77,73,94.8051948051948,0.05194805194805195
2019,LORETO,Accidentes por fuerzas mecanicas (inanimadas y animadas),1,4,3,75.0,0.25
2019,LORETO,Afecciones de la pleura,3,3,0,0.0,1.0
2019,LORETO,"Anemias hemoliticas, aplasticas y otras anemias",40,30,-10,-33.33333333333333,1.3333333333333333
2019,LORETO,"Apendicitis, hernia de la cavidad abdominal y obstrucción intestinal",12,47,35,74.46808510638297,0.2553191489361702
2019,LORETO,Arteriosclerosis,2,0,-2,,
2019,LORETO,Asma,1,15,14,93.33333333333333,0.06666666666666667
2019,LORETO,Caídas,2,4,2,50.0,0.5
2019,LORETO,Ciertas enfermedades inmunoprevenibles,4,1,-3,-300.0,4.0
2019,LORETO,Ciertas enfermedades transmitidas por vectores y rabia,2,33,31,93.93939393939394,0.06060606060606061
2019,LORETO,Cirrosis y ciertas otras enfermedades crónicas del hígado,85,226,141,62.38938053097345,0.37610619469026546
2019,LORETO,Defectos de la coagulación en organos hematopoyeticos y trastornos que afectan al mecanismo de la inmunidad,5,14,9,64.28571428571429,0.35714285714285715
2019,LORETO,Deficiencias nutricionales y anemias nutricionales,36,65,29,44.61538461538462,0.5538461538461539
2019,LORETO,Degeneracion de sistemas multiples,1,0,-1,,
2019,LORETO,Diabetes mellitus,109,342,233,68.12865497076024,0.31871345029239767
2019,LORETO,Edema Pulmonar,1,5,4,80.0,0.2
2019,LORETO,Edema cerebral,1,4,3,75.0,0.25
2019,LORETO,"Embolia, trombosis arteriales y otros trastornos arteriales o arteriolares",3,5,2,40.0,0.6
2019,LORETO,Encefalitis viral,1,9,8,88.88888888888889,0.1111111111111111
2019,LORETO,"Encefalitis, mielitis y encefalomielitis",3,10,7,70.0,0.3
2019,LORETO,"Enfermedad cardiopulmonar, enfermedades de la circulación pulmonar",1,48,47,97.91666666666666,0.020833333333333332
2019,LORETO,Enfermedad de Alzheimer,4,4,0,0.0,1.0
2019,LORETO,Enfermedad del parkinson,6,5,-1,-20.0,1.2
